10000 20
HR533YQ 15:27:23 out
HN948SI 20:59:53 in
HN948SI 12:22:12 out
QC941OS 20:44:14 in
QC941OS 01:39:55 out
GE199GJ 04:33:36 in
GE199GJ 08:08:50 out
PK354WG 16:22:45 in
PK354WG 02:27:36 out
ON992IJ 08:31:20 in
ON992IJ 07:07:30 out
ZM949LB 03:55:43 in
ZM949LB 00:51:29 out
HL793KK 20:35:11 in
HL793KK 22:00:14 out
QT864SC 10:23:22 in
QT864SC 10:36:19 out
IZ137BA 00:05:32 in
IZ137BA 15:00:53 out
ZF889SG 23:18:56 in
ZF889SG 10:51:59 out
PX982KM 22:57:36 in
PX982KM 03:51:53 out
AT517RS 19:48:01 in
AT517RS 07:30:11 out
EM920IM 17:17:12 in
EM920IM 07:21:20 out
RR216CV 17:59:07 in
RR216CV 19:53:37 out
AY995MN 02:24:30 in
AY995MN 23:18:32 out
FI299YH 14:20:39 in
FI299YH 15:31:21 out
GB421LW 09:55:43 in
GB421LW 04:07:21 out
WU795PE 08:36:36 in
WU795PE 14:18:51 out
KM437WY 09:17:04 in
KM437WY 21:29:05 out
MN629FI 15:18:12 in
MN629FI 07:16:50 out
SX782LN 12:02:58 in
SX782LN 02:59:09 out
UW166UK 14:33:42 in
UW166UK 06:00:24 out
BK537BF 19:11:18 in
BK537BF 17:59:16 out
PX392FU 06:41:25 in
PX392FU 23:57:30 out
LY121CJ 00:51:15 in
LY121CJ 07:09:18 out
MU965PF 17:55:10 in
MU965PF 05:33:51 out
LN663NK 06:52:43 in
LN663NK 21:25:36 out
BM314UQ 18:09:52 in
BM314UQ 14:48:17 out
BR347AW 11:16:21 in
BR347AW 22:19:07 out
DP934AO 12:11:17 in
DP934AO 14:17:28 out
XR307UN 01:26:10 in
XR307UN 09:36:07 out
ST817YQ 09:33:11 in
ST817YQ 06:41:42 out
JE787VA 06:31:16 in
JE787VA 07:02:10 out
MH021DV 08:49:16 in
MH021DV 07:21:34 out
KR036FG 00:26:16 in
KR036FG 10:44:54 out
MU760TQ 07:20:08 in
MU760TQ 01:41:26 out
ZO385ZS 18:16:47 in
ZO385ZS 05:09:32 out
JZ979RJ 06:17:59 in
JZ979RJ 17:24:46 out
PO160BT 01:12:35 in
PO160BT 14:02:33 out
KK317UL 22:41:42 in
KK317UL 21:43:26 out
FC418OW 02:57:36 in
FC418OW 09:04:29 out
JU723KW 23:58:13 in
JU723KW 03:13:15 out
SL735CH 23:16:09 in
SL735CH 13:00:26 out
NR517SC 14:13:53 in
NR517SC 05:11:20 out
LU117TY 18:56:23 in
LU117TY 14:35:30 out
ZN600MG 23:00:12 in
ZN600MG 04:31:41 out
OH845WA 14:55:47 in
OH845WA 02:51:53 out
WS290GG 05:47:11 in
WS290GG 08:46:14 out
NK701DN 15:13:38 in
NK701DN 13:48:27 out
BL728CB 05:05:29 in
BL728CB 08:41:27 out
TS260KX 07:13:02 in
TS260KX 02:52:43 out
YH359JF 17:47:40 in
YH359JF 22:14:04 out
AS431PC 07:53:15 in
AS431PC 03:37:31 out
OY082XY 22:58:18 in
OY082XY 05:17:13 out
YZ989CR 20:18:50 in
YZ989CR 21:44:38 out
XE544CY 20:26:10 in
XE544CY 17:59:12 out
YC674KN 04:26:19 in
YC674KN 23:34:15 out
FM840YU 03:44:09 in
FM840YU 07:50:16 out
DY557CK 22:23:27 in
DY557CK 11:14:52 out
CT796GI 08:10:54 in
CT796GI 17:25:08 out
YI503MC 19:01:43 in
YI503MC 17:54:47 out
YZ753VD 01:53:51 in
YZ753VD 02:55:48 out
QT204AZ 22:44:45 in
QT204AZ 09:10:02 out
HH889EK 11:08:18 in
HH889EK 03:24:55 out
PJ357JI 10:17:57 in
PJ357JI 15:13:47 out
PU566CF 08:47:08 in
PU566CF 07:11:12 out
XJ615PF 10:11:15 in
XJ615PF 05:52:44 out
NJ957KE 21:26:32 in
NJ957KE 11:40:31 out
LU177FP 01:18:53 in
LU177FP 18:34:45 out
ZY905MR 06:28:41 in
ZY905MR 01:55:56 out
NI548TF 08:51:30 in
NI548TF 23:21:43 out
GM677LC 01:35:54 in
GM677LC 00:06:18 out
VJ619BX 08:01:27 in
VJ619BX 18:57:21 out
AQ017TV 22:34:26 in
AQ017TV 08:19:00 out
AJ445YI 16:24:34 in
AJ445YI 09:48:55 out
PK080VM 01:40:47 in
PK080VM 23:31:58 out
QC494EG 11:05:39 in
QC494EG 14:22:06 out
NN440OS 11:53:19 in
NN440OS 05:48:27 out
BM575IK 06:49:09 in
BM575IK 08:12:01 out
MF111KO 21:05:58 in
MF111KO 19:06:50 out
WT576YP 02:22:26 in
WT576YP 23:14:44 out
FA177WU 02:46:53 in
FA177WU 08:49:57 out
RX458CC 06:45:47 in
RX458CC 12:08:02 out
QI204MA 14:55:45 in
QI204MA 04:57:18 out
YG538OF 20:12:16 in
YG538OF 22:23:14 out
QQ399QR 00:54:41 in
QQ399QR 00:12:34 out
SH292VK 03:10:22 in
SH292VK 13:03:09 out
ZA216SI 06:28:56 in
ZA216SI 14:19:15 out
NR030YH 06:47:51 in
NR030YH 03:48:33 out
MM083UR 16:24:55 in
MM083UR 01:54:19 out
WI450NM 02:44:11 in
WI450NM 15:42:07 out
AZ681DH 03:20:26 in
AZ681DH 13:42:20 out
CG709NZ 06:49:02 in
CG709NZ 08:31:53 out
OL901PR 08:51:19 in
OL901PR 11:06:22 out
QP218ZK 11:12:04 in
QP218ZK 16:24:57 out
MR712RS 04:22:03 in
MR712RS 22:39:28 out
RJ173CS 14:27:27 in
RJ173CS 14:46:42 out
IX038GL 05:46:21 in
IX038GL 09:46:25 out
SV566HB 16:27:00 in
SV566HB 00:33:19 out
LV963SS 03:55:08 in
LV963SS 23:29:20 out
NI566FK 22:08:25 in
NI566FK 22:26:42 out
AL660KL 12:01:06 in
AL660KL 16:12:06 out
MK460NT 18:06:52 in
MK460NT 08:05:30 out
UK831UX 12:14:47 in
UK831UX 18:22:34 out
YC570AN 17:27:42 in
YC570AN 11:29:03 out
BV394TE 03:56:27 in
BV394TE 01:12:46 out
HL083WE 00:27:11 in
HL083WE 07:50:58 out
BG898LD 21:52:20 in
BG898LD 23:15:06 out
GB447NA 11:21:55 in
GB447NA 14:54:47 out
GT685EO 16:02:25 in
GT685EO 01:13:11 out
KT112RR 02:46:04 in
KT112RR 17:48:09 out
XG042FN 00:33:19 in
XG042FN 08:46:05 out
EY418MQ 10:10:41 in
EY418MQ 19:11:59 out
FF533TZ 16:49:45 in
FF533TZ 07:37:23 out
MI793UC 22:44:03 in
MI793UC 18:52:23 out
UR832BL 22:03:26 in
UR832BL 17:06:40 out
JI305ZE 03:27:10 in
JI305ZE 03:51:36 out
FS540HF 12:43:14 in
FS540HF 13:32:39 out
DQ315QS 17:43:21 in
DQ315QS 18:56:15 out
BB731HM 12:42:14 in
BB731HM 16:38:39 out
VN710TJ 23:36:23 in
VN710TJ 03:29:03 out
FI390GC 23:35:24 in
FI390GC 12:13:15 out
PV490OT 01:35:19 in
PV490OT 01:57:09 out
PQ208UU 18:16:04 in
PQ208UU 02:54:02 out
UY738IE 22:30:18 in
UY738IE 19:56:48 out
LA789YM 19:17:59 in
LA789YM 02:04:27 out
RR045IW 00:19:22 in
RR045IW 06:33:17 out
NT262AU 18:58:56 in
NT262AU 23:18:55 out
CK884QC 19:20:19 in
CK884QC 17:32:00 out
VE122LC 14:15:47 in
VE122LC 14:06:53 out
HH654KF 20:48:32 in
HH654KF 11:51:35 out
SK770VX 15:48:00 in
SK770VX 07:47:49 out
JC308QB 17:19:52 in
JC308QB 16:17:07 out
BS311RM 15:44:54 in
BS311RM 06:54:56 out
ZU874TU 14:14:26 in
ZU874TU 03:44:36 out
KP659JK 08:01:06 in
KP659JK 21:29:19 out
WB509SE 04:51:33 in
WB509SE 03:26:20 out
JD176LR 14:02:51 in
JD176LR 15:19:34 out
BK013TZ 00:04:28 in
BK013TZ 15:31:56 out
HZ620FS 03:54:42 in
HZ620FS 11:17:24 out
SK311DU 12:50:16 in
SK311DU 07:35:18 out
ML398IK 12:59:05 in
ML398IK 21:14:58 out
HS968CK 11:37:45 in
HS968CK 06:52:17 out
DS591IC 21:03:24 in
DS591IC 07:43:58 out
OP498IM 22:46:45 in
OP498IM 17:54:34 out
TY336DN 23:53:00 in
TY336DN 04:35:12 out
PE353WA 00:31:41 in
PE353WA 19:29:40 out
ET469IJ 09:07:07 in
ET469IJ 13:48:18 out
SR019QF 12:39:36 in
SR019QF 12:07:17 out
BG289AJ 01:14:46 in
BG289AJ 14:34:20 out
TE176NG 13:40:11 in
TE176NG 12:34:06 out
XU600BL 07:08:02 in
XU600BL 05:07:19 out
CV708OP 22:23:03 in
CV708OP 06:27:54 out
HC753CX 09:38:53 in
HC753CX 23:39:32 out
ND487VG 19:35:39 in
ND487VG 09:14:14 out
TB703YF 23:38:01 in
TB703YF 23:54:46 out
HI919EJ 10:14:19 in
HI919EJ 03:03:24 out
SM449EI 10:39:43 in
SM449EI 22:14:29 out
FP205BO 14:29:16 in
FP205BO 18:38:48 out
PY065EQ 07:57:59 in
PY065EQ 21:14:09 out
VR499ZQ 16:53:57 in
VR499ZQ 19:57:09 out
QA777XE 12:52:56 in
QA777XE 05:15:45 out
SY887WC 05:36:50 in
SY887WC 13:13:56 out
SW203EC 03:56:20 in
SW203EC 01:19:53 out
UF930VS 09:54:30 in
UF930VS 00:19:27 out
LF787NI 16:02:08 in
LF787NI 12:26:07 out
YU856DG 20:27:23 in
YU856DG 15:28:11 out
SU831VZ 19:09:29 in
SU831VZ 15:30:57 out
GV311KI 18:15:48 in
GV311KI 11:30:42 out
FK416FI 17:59:43 in
FK416FI 09:13:27 out
HT972FV 15:02:26 in
HT972FV 17:39:46 out
LA690EZ 01:34:30 in
LA690EZ 04:03:52 out
DS517BI 04:59:22 in
DS517BI 17:45:31 out
BM503ZG 07:01:20 in
BM503ZG 19:55:43 out
TP459BW 00:04:11 in
TP459BW 13:11:38 out
QG901UK 11:17:32 in
QG901UK 23:00:55 out
OM551XD 23:38:47 in
OM551XD 16:15:10 out
QB181QK 14:13:40 in
QB181QK 23:13:21 out
QU121MT 19:18:57 in
QU121MT 09:31:15 out
SO486FZ 23:22:56 in
SO486FZ 23:39:56 out
MY085JL 06:03:45 in
MY085JL 07:02:34 out
YM880YV 07:00:00 in
YM880YV 11:58:14 out
FW811OQ 07:35:45 in
FW811OQ 12:54:24 out
TU543EX 05:11:44 in
TU543EX 06:06:37 out
UG353FT 13:24:27 in
UG353FT 05:28:46 out
BL305OI 14:03:14 in
BL305OI 02:08:59 out
ML060SC 00:17:24 in
ML060SC 07:54:34 out
GI600EA 09:57:59 in
GI600EA 22:20:08 out
EF963TS 09:41:04 in
EF963TS 00:55:54 out
II253ZP 05:25:57 in
II253ZP 00:28:26 out
XK514WM 12:30:40 in
XK514WM 14:14:55 out
HS694AM 10:23:42 in
HS694AM 01:34:37 out
HX743VU 07:05:29 in
HX743VU 18:52:15 out
EN877RF 22:58:50 in
EN877RF 06:57:20 out
PT479LC 12:00:10 in
PT479LC 08:40:26 out
HY010OC 05:08:36 in
HY010OC 06:52:14 out
VS162IM 16:21:39 in
VS162IM 07:04:03 out
OI675BA 07:57:48 in
OI675BA 17:04:58 out
QT005AK 20:45:15 in
QT005AK 04:49:49 out
CS370QP 14:05:50 in
CS370QP 17:17:24 out
RX085FV 03:49:14 in
RX085FV 03:43:17 out
RF621PP 17:43:43 in
RF621PP 23:06:57 out
MG806EI 21:22:28 in
MG806EI 13:41:02 out
WU015YN 17:07:12 in
WU015YN 18:17:14 out
FE054DG 20:17:09 in
FE054DG 11:56:36 out
EM416FB 19:46:05 in
EM416FB 10:12:10 out
MH155BH 17:25:22 in
MH155BH 00:02:02 out
AR316DF 12:00:08 in
AR316DF 01:49:30 out
VP514XP 05:32:54 in
VP514XP 01:38:29 out
BP316TW 14:47:49 in
BP316TW 00:44:33 out
FF147II 23:09:31 in
FF147II 19:25:02 out
GS777ZS 00:41:17 in
GS777ZS 01:11:01 out
TJ331WU 11:55:48 in
TJ331WU 04:31:19 out
VW032PJ 16:03:57 in
VW032PJ 10:44:00 out
JI029KW 08:46:22 in
JI029KW 00:19:04 out
KG372AE 08:39:46 in
KG372AE 03:27:55 out
EM727BV 10:37:34 in
EM727BV 07:38:06 out
HL091WR 13:27:54 in
HL091WR 05:23:51 out
BV875EO 09:57:45 in
BV875EO 03:33:17 out
RQ226VW 17:30:19 in
RQ226VW 05:46:15 out
IA953PA 04:29:42 in
IA953PA 01:15:30 out
FN586ML 03:11:42 in
FN586ML 14:45:02 out
FJ884TT 03:06:01 in
FJ884TT 01:10:27 out
WA613EI 19:27:15 in
WA613EI 04:50:49 out
KK418CU 06:40:39 in
KK418CU 06:25:17 out
UD983HP 05:30:01 in
UD983HP 18:07:27 out
UJ337TD 16:59:36 in
UJ337TD 11:43:29 out
UI809AT 15:20:52 in
UI809AT 21:14:22 out
PV917ZD 20:16:11 in
PV917ZD 05:08:10 out
IP861NG 19:03:03 in
IP861NG 21:48:41 out
JB533WM 15:39:03 in
JB533WM 02:04:41 out
FQ216LE 10:22:56 in
FQ216LE 03:26:23 out
BC095GH 07:52:49 in
BC095GH 10:55:45 out
FM011BV 09:30:14 in
FM011BV 01:14:49 out
CB419YR 10:36:58 in
CB419YR 11:30:34 out
ER017KF 18:17:33 in
ER017KF 12:46:13 out
HO003ZC 12:50:29 in
HO003ZC 13:37:16 out
MB742TP 05:47:26 in
MB742TP 02:45:47 out
QT768AW 07:49:59 in
QT768AW 05:17:15 out
DQ524DG 23:07:30 in
DQ524DG 05:02:00 out
VQ884AO 08:38:00 in
VQ884AO 03:03:19 out
IS110EW 22:50:29 in
IS110EW 00:08:32 out
KY055GW 04:00:20 in
KY055GW 01:47:55 out
GG189WP 12:39:18 in
GG189WP 17:25:10 out
EE048SE 17:12:18 in
EE048SE 04:36:51 out
HS108MJ 18:57:16 in
HS108MJ 05:44:02 out
QM648EK 23:22:26 in
QM648EK 02:41:17 out
BZ592UU 22:07:33 in
BZ592UU 04:55:34 out
IT131TA 07:16:54 in
IT131TA 21:00:47 out
GN643AT 14:39:50 in
GN643AT 01:57:28 out
UV550RK 05:27:35 in
UV550RK 22:26:59 out
OJ843LA 13:37:38 in
OJ843LA 13:56:37 out
WJ679FN 11:00:49 in
WJ679FN 15:17:35 out
GX889BD 04:34:13 in
GX889BD 02:35:15 out
PP245JQ 18:04:51 in
PP245JQ 19:21:10 out
VG828RX 02:53:32 in
VG828RX 20:51:39 out
QN857RF 06:03:10 in
QN857RF 00:08:17 out
BD858GE 09:46:46 in
BD858GE 00:58:13 out
ZY692NQ 17:19:57 in
ZY692NQ 06:43:17 out
UC105PD 15:39:36 in
UC105PD 08:45:34 out
TP748OZ 22:40:46 in
TP748OZ 17:56:13 out
IF167CA 21:23:57 in
IF167CA 01:21:08 out
NR275RT 04:02:41 in
NR275RT 09:04:43 out
MG318QW 14:24:02 in
MG318QW 04:14:28 out
OC861LJ 14:29:39 in
OC861LJ 01:16:09 out
MW452XD 23:23:52 in
MW452XD 08:17:05 out
MI213SV 15:28:01 in
MI213SV 20:37:12 out
RP784NV 11:41:51 in
RP784NV 20:02:27 out
IG539BG 12:57:09 in
IG539BG 16:26:45 out
ZR868VM 00:45:11 in
ZR868VM 04:05:59 out
TZ319KJ 17:28:09 in
TZ319KJ 06:15:07 out
XM815WC 20:28:11 in
XM815WC 11:40:13 out
XN246WF 07:23:31 in
XN246WF 07:54:23 out
VH750CK 07:26:53 in
VH750CK 14:20:42 out
GT433ZA 03:38:27 in
GT433ZA 11:27:40 out
KI912JW 11:13:31 in
KI912JW 16:56:27 out
VU356VZ 09:05:19 in
VU356VZ 23:28:07 out
EJ545JB 05:45:02 in
EJ545JB 12:49:17 out
TX460YM 12:18:42 in
TX460YM 00:46:53 out
IS885LG 01:36:33 in
IS885LG 17:01:26 out
TY974TS 02:44:45 in
TY974TS 22:22:12 out
VH748AX 19:13:49 in
VH748AX 21:54:30 out
DN707VT 21:55:53 in
DN707VT 22:29:48 out
VB905XZ 06:45:54 in
VB905XZ 14:28:32 out
HO652IS 21:33:25 in
HO652IS 02:08:26 out
WY626HQ 17:08:51 in
WY626HQ 04:32:15 out
ZK016DE 17:45:55 in
ZK016DE 05:48:54 out
VU978US 14:15:28 in
VU978US 17:56:21 out
TB138RZ 15:28:56 in
TB138RZ 16:09:16 out
NR568QG 09:44:40 in
NR568QG 00:46:50 out
DD229DD 07:34:40 in
DD229DD 01:07:14 out
RO092GX 07:05:24 in
RO092GX 13:46:06 out
SB688JO 22:48:07 in
SB688JO 12:10:48 out
JC308ZZ 12:52:57 in
JC308ZZ 20:45:20 out
WS908OR 12:02:52 in
WS908OR 09:55:06 out
PT558VD 17:46:58 in
PT558VD 14:13:13 out
LF484MB 23:47:09 in
LF484MB 23:53:21 out
LM057JZ 19:40:58 in
LM057JZ 19:06:28 out
CN194XF 19:49:32 in
CN194XF 14:15:54 out
QJ097CW 14:07:15 in
QJ097CW 16:25:22 out
ZX255IB 12:14:47 in
ZX255IB 12:08:56 out
YK011QU 17:18:42 in
YK011QU 23:53:53 out
JX935UR 07:13:44 in
JX935UR 17:01:24 out
IN576QH 03:59:47 in
IN576QH 03:58:24 out
LQ057EY 04:12:57 in
LQ057EY 20:27:50 out
TI996DC 16:59:32 in
TI996DC 03:58:12 out
FK643IN 03:20:36 in
FK643IN 17:10:11 out
NP056HL 21:02:36 in
NP056HL 21:17:56 out
RG558RF 03:54:59 in
RG558RF 12:07:46 out
PD678VC 10:30:07 in
PD678VC 13:29:04 out
NZ771UP 08:36:29 in
NZ771UP 04:44:03 out
BY989UQ 16:45:18 in
BY989UQ 17:26:26 out
UU945RW 03:54:20 in
UU945RW 19:55:33 out
CY059YJ 17:59:52 in
CY059YJ 17:38:14 out
SC124UZ 23:56:55 in
SC124UZ 20:03:12 out
ZX149BN 04:26:36 in
ZX149BN 15:48:21 out
BC623YB 20:01:26 in
BC623YB 09:00:23 out
BF170LY 18:39:11 in
BF170LY 18:57:34 out
FG547TG 16:25:24 in
FG547TG 05:23:34 out
LL686EA 09:34:11 in
LL686EA 05:25:17 out
TM281VE 09:17:51 in
TM281VE 13:52:37 out
YT391SP 05:06:56 in
YT391SP 11:35:50 out
AX517ZX 19:05:22 in
AX517ZX 20:20:56 out
JZ902AI 06:51:37 in
JZ902AI 21:16:42 out
RR812CG 20:12:39 in
RR812CG 14:39:22 out
LN877QP 09:28:56 in
LN877QP 22:10:48 out
WF471OT 22:59:09 in
WF471OT 18:46:56 out
IT942OS 13:20:51 in
IT942OS 07:09:55 out
UA696EL 19:58:19 in
UA696EL 13:38:30 out
OI133NV 14:49:44 in
OI133NV 03:15:23 out
KL638UC 14:17:15 in
KL638UC 02:08:39 out
DD588SN 10:06:14 in
DD588SN 01:00:47 out
NC391UP 11:42:37 in
NC391UP 00:08:24 out
LT704KU 19:08:56 in
LT704KU 03:01:18 out
UU848SO 18:30:25 in
UU848SO 16:06:04 out
HA476OZ 20:01:51 in
HA476OZ 20:37:59 out
IV848US 21:27:44 in
IV848US 03:14:12 out
RC063OP 10:49:11 in
RC063OP 06:24:13 out
CA701DI 13:30:23 in
CA701DI 03:27:31 out
WM808LD 11:23:50 in
WM808LD 10:26:32 out
AE910II 06:31:57 in
AE910II 11:01:41 out
FM505QR 09:02:46 in
FM505QR 18:18:51 out
BX839UW 10:38:03 in
BX839UW 21:59:07 out
MI822TE 10:39:25 in
MI822TE 21:04:20 out
WA563EA 04:49:26 in
WA563EA 12:53:12 out
FU912GV 03:55:43 in
FU912GV 14:49:07 out
BU832VP 05:07:37 in
BU832VP 09:00:51 out
ZU692KI 00:13:45 in
ZU692KI 18:32:08 out
FU859SN 06:23:43 in
FU859SN 12:09:01 out
OF128UP 22:05:23 in
OF128UP 22:54:14 out
JC617PN 08:08:06 in
JC617PN 20:25:05 out
GY528AL 02:29:44 in
GY528AL 22:18:40 out
LM531JM 12:10:32 in
LM531JM 23:41:16 out
MR668OL 22:50:38 in
MR668OL 16:25:30 out
BG000CD 04:20:10 in
BG000CD 15:10:47 out
YP602VH 20:53:57 in
YP602VH 00:08:21 out
RU191WT 07:57:34 in
RU191WT 14:52:35 out
ZH208BE 11:14:49 in
ZH208BE 15:57:13 out
TO075FU 02:53:46 in
TO075FU 13:03:24 out
QU509UF 17:32:45 in
QU509UF 00:08:22 out
CA514SH 03:59:00 in
CA514SH 02:03:32 out
AQ306CT 16:04:25 in
AQ306CT 15:02:04 out
AZ471YW 01:18:54 in
AZ471YW 01:14:22 out
SO633LM 23:55:47 in
SO633LM 07:54:53 out
TP920ZZ 02:20:52 in
TP920ZZ 21:32:06 out
BN187DZ 20:17:28 in
BN187DZ 09:45:16 out
AA373KR 01:53:19 in
AA373KR 02:39:09 out
JV773WP 15:10:57 in
JV773WP 16:23:24 out
HT659IC 03:22:48 in
HT659IC 19:39:56 out
QI994ZZ 04:20:49 in
QI994ZZ 15:07:33 out
YL929GD 23:16:57 in
YL929GD 18:32:39 out
IO264OR 19:51:59 in
IO264OR 21:37:49 out
LN945VM 20:57:07 in
LN945VM 06:26:43 out
QW440ZF 17:40:47 in
QW440ZF 10:21:23 out
RV050JD 10:53:08 in
RV050JD 03:04:17 out
EP967JG 17:10:40 in
EP967JG 05:01:14 out
YF107HH 20:53:01 in
YF107HH 16:35:23 out
DV010NM 06:43:33 in
DV010NM 19:26:34 out
OR994MF 07:41:40 in
OR994MF 19:59:06 out
BO350CU 16:42:04 in
BO350CU 13:18:40 out
LH197TW 12:55:50 in
LH197TW 04:47:44 out
EC952XQ 06:04:11 in
EC952XQ 16:10:13 out
BU432TN 08:45:29 in
BU432TN 02:50:33 out
PL912XN 10:58:25 in
PL912XN 13:20:13 out
BU275PT 07:06:39 in
BU275PT 00:09:51 out
PP568OW 04:46:01 in
PP568OW 15:55:53 out
VK074PL 03:07:12 in
VK074PL 03:04:32 out
HB572WM 17:50:01 in
HB572WM 22:16:24 out
YI512OV 01:06:52 in
YI512OV 04:00:53 out
MI194ND 19:22:25 in
MI194ND 16:18:22 out
TB762ND 08:32:06 in
TB762ND 08:46:50 out
TR309TC 05:15:04 in
TR309TC 09:29:25 out
RY957SN 20:56:58 in
RY957SN 15:16:02 out
UW629OO 08:54:02 in
UW629OO 15:28:46 out
VR348UX 11:05:38 in
VR348UX 01:32:21 out
EC311CV 21:02:45 in
EC311CV 10:35:30 out
QP144MO 01:04:31 in
QP144MO 03:54:33 out
JU524GJ 12:35:03 in
JU524GJ 08:40:10 out
TN988CL 04:47:02 in
TN988CL 15:24:38 out
PX321FC 12:05:55 in
PX321FC 13:46:12 out
BB859VL 14:29:59 in
BB859VL 21:14:38 out
BK338WM 07:01:24 in
BK338WM 14:07:05 out
VL970KJ 03:46:57 in
VL970KJ 20:05:57 out
PO378JR 22:39:45 in
PO378JR 23:38:25 out
FI544CY 03:35:35 in
FI544CY 10:34:57 out
VD744OY 10:28:56 in
VD744OY 06:42:55 out
GF868BJ 09:45:05 in
GF868BJ 13:35:45 out
TT300VH 12:33:41 in
TT300VH 17:17:37 out
CP766HG 18:50:43 in
CP766HG 08:13:54 out
VM803NR 21:38:18 in
VM803NR 08:03:50 out
FZ924BM 11:47:31 in
FZ924BM 20:49:51 out
NF335EZ 13:36:32 in
NF335EZ 01:40:39 out
VI312GW 22:41:05 in
VI312GW 01:26:13 out
TL797IJ 09:43:00 in
TL797IJ 14:35:14 out
EY457OB 01:58:02 in
EY457OB 08:56:01 out
CC308IT 15:49:33 in
CC308IT 18:10:46 out
AY971AL 03:25:07 in
AY971AL 05:54:20 out
JN856RM 07:08:14 in
JN856RM 09:34:39 out
UC632OL 23:30:16 in
UC632OL 14:55:33 out
ND671SR 05:51:26 in
ND671SR 14:58:20 out
HV677VJ 16:15:12 in
HV677VJ 01:38:29 out
MY943RO 16:56:44 in
MY943RO 08:09:51 out
XI013SP 17:39:54 in
XI013SP 04:23:34 out
ZP607VH 01:16:00 in
ZP607VH 18:13:02 out
TV568HP 17:12:47 in
TV568HP 11:25:45 out
OS377IB 07:51:18 in
OS377IB 03:44:13 out
NJ073ZK 12:42:50 in
NJ073ZK 20:20:39 out
KL486JL 04:38:10 in
KL486JL 01:07:00 out
QZ176GT 08:27:24 in
QZ176GT 17:21:54 out
JB176BK 12:56:44 in
JB176BK 16:32:33 out
WB587RN 11:00:15 in
WB587RN 06:24:31 out
XS861LL 03:35:35 in
XS861LL 20:14:19 out
JO222KS 05:55:12 in
JO222KS 09:40:51 out
CN271YN 03:14:48 in
CN271YN 20:19:00 out
PF302XT 01:27:12 in
PF302XT 18:19:16 out
UZ531PM 13:59:46 in
UZ531PM 00:11:21 out
ML532HW 20:14:50 in
ML532HW 18:49:03 out
NX392AY 21:38:54 in
NX392AY 13:00:59 out
LO160OA 14:02:53 in
LO160OA 21:07:59 out
TJ987CU 03:37:22 in
TJ987CU 09:18:37 out
NQ146JT 07:53:49 in
NQ146JT 19:08:58 out
KD102HD 22:27:23 in
KD102HD 21:42:59 out
MQ331TB 11:32:46 in
MQ331TB 02:22:35 out
GI669TF 16:44:19 in
GI669TF 06:42:43 out
GZ025VL 12:22:45 in
GZ025VL 18:18:12 out
RK988CU 16:53:46 in
RK988CU 02:31:54 out
IL410OH 01:13:53 in
IL410OH 12:56:33 out
JM770UC 10:15:16 in
JM770UC 13:37:53 out
UK805BM 00:39:29 in
UK805BM 09:29:31 out
VB579HA 21:39:28 in
VB579HA 21:38:41 out
IY338TM 16:52:03 in
IY338TM 01:14:52 out
ZK379WV 16:16:10 in
ZK379WV 10:42:10 out
HD497JL 05:17:36 in
HD497JL 13:52:46 out
UW188BV 11:16:01 in
UW188BV 16:09:08 out
LH605ME 04:31:04 in
LH605ME 02:12:05 out
DI319ZD 21:41:49 in
DI319ZD 02:11:31 out
DX920OP 01:24:40 in
DX920OP 15:18:20 out
NB501LC 20:31:26 in
NB501LC 20:28:14 out
TO867MP 21:56:27 in
TO867MP 00:39:32 out
YP338RP 20:39:01 in
YP338RP 21:23:56 out
WL746BX 23:40:57 in
WL746BX 23:48:52 out
GM758LU 12:18:21 in
GM758LU 02:47:19 out
BN848CO 07:47:05 in
BN848CO 17:27:20 out
HC835YS 20:15:39 in
HC835YS 04:37:37 out
OK288PB 02:00:50 in
OK288PB 14:27:31 out
TD585JU 07:44:14 in
TD585JU 00:29:50 out
EX471VQ 16:57:29 in
EX471VQ 13:58:04 out
JE979NN 22:50:52 in
JE979NN 08:38:53 out
BV964WH 15:33:44 in
BV964WH 04:47:32 out
UC203HK 02:22:24 in
UC203HK 07:13:23 out
AC898JS 01:36:25 in
AC898JS 10:20:27 out
VK581JC 22:49:37 in
VK581JC 20:30:01 out
VL078PV 11:09:35 in
VL078PV 10:46:19 out
AZ598MK 01:28:32 in
AZ598MK 11:56:57 out
WV433FG 07:27:10 in
WV433FG 23:53:15 out
GF788VU 00:37:16 in
GF788VU 04:34:01 out
LW380WD 14:33:46 in
LW380WD 08:04:16 out
RT363AW 02:44:56 in
RT363AW 11:39:20 out
FG564TK 02:55:00 in
FG564TK 23:13:21 out
CR842KH 11:08:11 in
CR842KH 22:28:43 out
VQ772RM 06:49:18 in
VQ772RM 10:35:29 out
WS501LD 17:39:12 in
WS501LD 03:27:18 out
ZI673XM 22:46:08 in
ZI673XM 21:14:07 out
JP728VN 10:40:51 in
JP728VN 00:22:17 out
BX386LT 00:19:18 in
BX386LT 07:41:46 out
JJ016SJ 04:50:56 in
JJ016SJ 15:59:06 out
WW246ZV 09:28:11 in
WW246ZV 00:04:49 out
JF975FJ 09:10:59 in
JF975FJ 03:47:01 out
SS078BC 19:34:41 in
SS078BC 19:03:00 out
OZ441JN 16:27:58 in
OZ441JN 01:18:28 out
